text,airline_sentiment,airline_sentiment_confidence,cleaned_text,label
@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!,negative,1.0,on na ignore fasten seatbelt sign want see or man enough anything,-1
@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!,negative,1.0,huge fan give much business please fix damn wife,-1
@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.,neutral,0.6809,got next time know paying extra make line,0
"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",negative,1.0,understand air delay control terrible telephone support apes online access work,-1
@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo,neutral,0.6592,flying south southwest sac sea today,0
@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,positive,0.6406,thanks connection thou nashville boarding pas get dallas gate boarding min felt get end b group,1
@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :),positive,0.6807,weather keep slowing u fault st time southwest flight mine late flight complain,1
@SouthwestAir Thanks.,positive,0.6748,thanks,1
@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax,neutral,1.0,still planting flight day trying fly tomorrow lax,0
@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,negative,1.0,board thanks guy moved stand holding boarding pas since pm yesterday,-1
@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,positive,1.0,beautiful fleet perfect evening fly,1
@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍,positive,1.0,leave but ten minute late flight arrive sac minute supposed impressed gettingbetter,1
@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!,neutral,0.6596,of lost promise ring gave flight so it sea infinity silver band ring please help,0
@SouthwestAir Two delayed flights in a row. Neither one of them explained,negative,1.0,two delayed flight row neither one explained,-1
@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2,negative,1.0,sleeping floor like homeless delayed flight equipment working job get,-1
@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,negative,1.0,guy stop service denver horrible get stuck every time almost he,-1
@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,positive,1.0,thanks minor delay big deal appreciate concern though boarding amazing service,1
"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?",neutral,1.0,traveling year old thursday need id correct,0
@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,neutral,0.7012,dallas oncoming looking schedule fly wondering stuck st louis instead,0
@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.,negative,1.0,unpleasant experience phone one agent canceled lighted flight name amp agent id,-1
@SouthwestAir your wifi is angering me with its slowness,negative,1.0,wife entering slowness,-1
@SouthwestAir thank you!,positive,0.6890000000000001,thank,1
@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z,negative,1.0,gate long time on na miss connection md back,-1
"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄",positive,1.0,treated several time last week flight into storm always timely sweet back the,1
"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...",negative,1.0,sort arriving day late flight incur overnight cost connecting city cool,-1
"@SouthwestAir promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?",negative,1.0,promised room wednesday betook hotel charged u per room pink paper needed white,-1
@SouthwestAir just sent it,negative,0.6575,sent,-1
@SouthwestAir if you have a rules you should probably apply them all the times not just sometimes. #shouldhaveflownjetblue,negative,1.0,rule probably apply time sometimes shouldhaveflownjetblue,-1
@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color,neutral,1.0,hold music sound like super marie brows pageboy color,0
@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏,positive,1.0,prop la employee working c gate opposed flying la future,1
@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler,negative,1.0,baggage delivery i delayed unnecessarily chronic disappointing long trip frequent traveler,-1
@SouthwestAir most other carriers were flying out way past SW Cancelled Flightlation. @AlaskaAir and @JetBlue got their passengers out much Late Flightr!!!!!,negative,0.6889,carrier flying way past s canceled flightlation got passenger much late flight,-1
"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",negative,1.0,extremely frustration travel experience denver instead landing sea saturday monday afternoon,-1
@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,negative,1.0,calling someone monday customer relation disappointed treated customer service,-1
"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",negative,1.0,complimentary hotel voucher b night happiest hotel ever wish worst enemy,-1
"@SouthwestAir worst air line ever, you have no compassion of the handicapped",negative,1.0,worst air line ever compassion handicapped,-1
@SouthwestAir when are the two free flights promo coming back?! Looking into the premiere card but might hold off or go with another option!,neutral,0.6618,two free flight promo coming back looking premiers card might hold go another option,0
@SouthwestAir you are a bunch of liars! Cancelled Flightled our flight and rebooked us four days Late Flightr!,negative,1.0,bunch liar canceled lighted flight revoked u four day late flight,-1
@SouthwestAir done,neutral,1.0,done,0
@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,neutral,0.6772,check st grade school science fair project love flying southwest airline,0
@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.,positive,1.0,oh thank b c expensive warfare southwest travel around,1
@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?,negative,1.0,golf bag broken flight took process damage reimbursement,-1
@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,negative,1.0,ridiculous want charge change flight even multiple seat available flight needed,-1
@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-,positive,0.6604,mad love ny,1
@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,negative,1.0,thanks canceled fighting flight boy strange den til wed night u never fly southwest,-1
@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney,negative,1.0,trying find warfare family price ridiculous almost notmadeofmoney,-1
@SouthwestAir My Fav!!!!,positive,1.0,far,1
@SouthwestAir our flight is delayed till tomorrow curse the weather,negative,1.0,flight delayed till tomorrow curse weather,-1
@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁,negative,0.67,lucky forced good deed get smashed huge pp exit row thank god tiny,-1
@SouthwestAir  Wish you allowed http://t.co/0pDNtGBXC6 to access you site for awards tracking.,neutral,0.6385,wish allowed access site award cracking,0
@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.,positive,0.6852,got back min ago went he w appreciate support voucher essential,1
@SouthwestAir @TheAcademy party in #hotlanta http://t.co/x5ZQssJtRB,neutral,0.6397,party atlanta,0
"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy""",negative,1.0,bow completely unable buy wife flight using galaxy room stroll touch buy,-1
@SouthwestAir is having a party in the atl terminal. #letitgo http://t.co/qxTeqZm3yz,neutral,0.6598,party at terminal letitgo,0
@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?,neutral,1.0,heard rumor flight canceled lighted true,0
